x_mm,y_mm,z_mm
838.4525295814859,-128.69228188324257,0.0
837.4831528951341,-128.93162971001274,0.0
836.5117165911256,-129.1624764653828,0.0
835.5383213994572,-129.38491900526665,0.0
834.5630641773154,-129.59905071664832,0.0
833.58603812161,-129.80496155538043,0.0
832.6073329716672,-130.00273808643965,0.0
831.6270352024744,-130.19246352609537,0.0
830.6452282089556,-130.37421778549435,0.0
829.6619924817389,-130.54807751522546,0.0
828.6774057748598,-130.71411615048265,0.0
827.6915432658379,-130.87240395649232,0.0
826.7044777085414,-131.02300807391356,0.0
825.7162795792635,-131.16599256395844,0.0
824.727017216387,-131.30141845301455,0.0
823.7367569540344,-131.42934377658182,0.0
822.7455632500576,-131.54982362236407,0.0
821.7534988087256,-131.66291017238098,0.0
820.7606246984451,-131.76865274398693,0.0
819.7670004648371,-131.86709782970442,0.0
818.7726842394808,-131.9582891357977,0.0
817.7777328446206,-132.04226761952688,0.0
816.7822018941213,-132.1190715250389,0.0
815.7861458909399,-132.1887364178647,0.0
814.789618321373,-132.2512952178922,0.0
813.792671746266,-132.3067782296869,0.0
812.7953578894574,-132.35521316981243,0.0
811.797727723824,-132.39662519281362,0.0
810.799831555151,-132.43103691630208,0.0
809.801719104016,-132.4584684451644,0.0
808.8034395858614,-132.47893739492096,0.0
807.8050417894526,-132.49245891426995,0.0
806.8065741538447,-132.49904570686763,0.0
805.8080848442808,-132.49870805240175,0.0
804.8096218254134,-132.49145382702,0.0
803.8112329373246,-132.47728852321356,0.0
802.8129659655528,-132.45621526921065,0.0
801.814868714604,-132.42823484802753,0.0
800.8169890769025,-132.3933457161798,0.0
799.819375106907,-132.35154402242276,0.0
798.8220750886078,-132.30282362631,0.0
797.8251376059933,-132.24717611697724,0.0
796.8286116130183,-132.18459083223738,0.0
795.832546502902,-132.11505487812727,0.0
794.836992177474,-132.038553149122,0.0
793.8419991164659,-131.95506834921034,0.0
792.8476184467934,-131.86458101404935,0.0
791.8539020118372,-131.7670695346503,0.0
790.860902440523,-131.6625101847772,0.0
789.8686732161387,-131.5508771521297,0.0
788.8772687452044,-131.43214257006164,0.0
787.8867444265425,-131.3062765492689,0.0
786.8971567206179,-131.17324720966144,0.0
785.9085632191972,-131.03302071264469,0.0
784.9210227153736,-130.88556129404583,0.0
783.9345952739995,-130.73083129792627,0.0
782.949342302536,-130.56879121152755,0.0
781.9653266223287,-130.39939970160827,0.0
780.9826125403058,-130.22261365243745,0.0
780.0012659210682,-130.03838820571866,0.0
779.0213542593394,-129.84667680272923,0.0
778.0429467527081,-129.64743122896925,0.0
777.0661143747424,-129.4406016616545,0.0
776.0909299473713,-129.2261367201535,0.0
775.1174682154347,-129.00398352034375,0.0
774.1458059188989,-128.77408773229732,0.0
773.1760218625404,-128.53639364150484,0.0
772.2081969956189,-128.2908442171347,0.0
771.2424144755726,-128.03738118145537,0.0
770.2787597424332,-127.77594508728279,0.0
769.3173205873888,-127.50647539959269,0.0
768.3581872209162,-127.228910582023,0.0
767.4014523395313,-126.9431881881978,0.0
766.4472111908142,-126.64924495835776,0.0
765.4955616363825,-126.34701692160425,0.0
764.5466042124649,-126.03643950404098,0.0
763.6004421877254,-125.71744764309813,0.0
762.6571816178648,-125.38997590828195,0.0
761.7169313966355,-125.05395862862005,0.0
760.7798033027418,-124.70933002701304,0.0
759.8459120421503,-124.35602436170637,0.0
758.9153752852695,-123.99397607505762,0.0
757.9883136983985,-123.62311994973342,0.0
757.0648509688452,-123.24339127244085,0.0
756.1451138232597,-122.85472600533218,0.0
755.2292320382537,-122.45706096499296,0.0
754.3173384427946,-122.05033400904574,0.0
753.4095689116787,-121.63448423028217,0.0
752.5060623493317,-121.20945215815374,0.0
751.6069606632423,-120.7751799674103,0.0
750.7124087262878,-120.33161169358907,0.0
749.8225543271029,-119.87869345523504,0.0
748.9375481070857,-119.41637368367265,0.0
748.0575434831619,-118.94460335987952,0.0
747.1826965559432,-118.46333625698873,0.0
746.3131660026188,-117.97252918757243,0.0
745.449112953903,-117.47214225486059,0.0
744.5907008544226,-116.96213910693842,0.0
743.7380953060034,-116.44248719285356,0.0
742.8914638933782,-115.91315801944845,0.0
742.050975991963,-115.37412740762701,0.0
741.2168025574402,-114.8253757466503,0.0
740.389115897017,-114.26688824495909,0.0
739.5680894223744,-113.69865517592174,0.0
738.7538973844715,-113.12067211682273,0.0
737.9467145905312,-112.53294017933163,0.0
737.1467161037483,-111.93546622965312,0.0
736.3540769262642,-111.32826309638853,0.0
735.5689716666903,-110.71134976451182,0.0
734.7915741927259,-110.08475155316881,0.0
734.0220572706112,-109.44850027576074,0.0
733.2605921928199,-108.8026343802403,0.0
732.5073483964075,-108.14719906714073,0.0
731.762493074141,-107.48224638355735,0.0
731.026190779998,-106.80783529225913,0.0
730.2986030311881,-106.12403171471766,0.0
729.5798879090972,-105.43090854690536,0.0
728.8701996616705,-104.72854564692575,0.0
728.1696883101148,-104.01702979405098,0.0
727.478499260536,-103.29645461659268,0.0
726.796772929953,-102.56692049537101,0.0
726.1246443754214,-101.82853442831419,0.0
725.4622429498319,-101.08140987863698,0.0
724.8096919633253,-100.32566658197332,0.0
724.1671083721918,-99.56143033431225,0.0
723.5346024868873,-98.78883275038615,0.0
722.9122777047623,-98.00801099772099,0.0
722.3002302689456,-97.21910750754809,0.0
721.6985490549736,-96.42226966440411,0.0
721.107315386825,-95.6176494768421,0.0
720.526602883166,-94.80540323115895,0.0
719.9564773346287,-93.98569113112316,0.0
719.3969966118301,-93.15867692656215,0.0
718.8482106048016,-92.32452753307376,0.0
718.3101611942237,-91.4834126451784,0.0
717.7828822541485,-90.63550434552015,0.0
717.2663996856028,-89.78097671272499,0.0
716.7607314801784,-88.92000543045205,0.0
716.2658878124828,-88.05276740008053,0.0
715.7818711600912,-87.17944035935619,0.0
715.3086764494399,-86.30020250917224,0.0
714.846291225935,-85.41523215049303,0.0
714.3946958464028,-84.52470733325137,0.0
713.9538636918969,-83.6288055188493,0.0
713.5237613987932,-82.72770325769208,0.0
