x_mm,y_mm,z_mm
118.52797815149276,-135.92531396325478,0.0
119.42191741219027,-135.4801287145117,0.0
120.3145888353855,-135.0324066432251,0.0
121.20599973067647,-134.58218008510084,0.0
122.09615741391332,-134.1294807903814,0.0
122.98506920372525,-133.6743399367967,0.0
123.87274241727725,-133.21678814269612,0.0
124.75918437070357,-132.75685547755336,0.0
125.64440237130889,-132.2945714765029,0.0
126.52840371784706,-131.82996515051013,0.0
127.41119569722436,-131.36306499817465,0.0
128.29278558205942,-130.89389901689054,0.0
129.17318062838956,-130.4224947137319,0.0
130.0523880735291,-129.94887911606372,0.0
130.93041513402636,-129.47307878190895,0.0
131.80726900376715,-128.99511981005006,0.0
132.68295685219053,-128.51502784988617,0.0
133.55748582261572,-128.03282811104933,0.0
134.43086303067602,-127.5485453727854,0.0
135.30309556285263,-127.06220399310673,0.0
136.1741904751052,-126.5738279177213,0.0
137.04415479159334,-126.08344068874425,0.0
137.91299550348384,-125.59106545319835,0.0
138.78071956784143,-125.09672497130734,0.0
139.6473339065963,-124.60044162458887,0.0
140.51284540558623,-124.10223742375169,0.0
141.3772609136697,-123.60213401640102,0.0
142.2405872419048,-123.10015269455975,0.0
143.10283116279166,-122.59631440200765,0.0
143.96399940957642,-122.0906397414442,0.0
144.82409867561023,-121.58314898148052,0.0
145.68313561376408,-121.07386206346355,0.0
146.5411168358944,-120.56279860813702,0.0
147.39804891235758,-120.04997792214473,0.0
148.2539383715704,-119.53541900437872,0.0
149.10879169961495,-119.01914055217685,0.0
149.96261533988442,-118.5011609673745,0.0
150.8154156927709,-117.98149836221576,0.0
151.66719911539548,-117.46017056513611,0.0
152.51797192137724,-116.93719512641168,0.0
153.36774038063464,-116.41258932367712,0.0
154.21651071921733,-115.88637016731333,0.0
155.064289119169,-115.3585544057087,0.0
155.9110817184169,-114.82915853039813,0.0
156.75689461068959,-114.29819878108107,0.0
157.60173384545618,-113.76569115052502,0.0
158.4456054278936,-113.23165138935308,0.0
159.2885153188725,-112.69609501072281,0.0
160.13046943496602,-112.15903729489656,0.0
160.97147364847774,-111.62049329370687,0.0
161.8115337874891,-111.0804778349197,0.0
162.65065563592321,-110.5390055264985,0.0
163.4888449336265,-109.99609076077047,0.0
164.3261073764651,-109.45174771849935,0.0
165.16244861643668,-108.90599037286503,0.0
165.9978742617957,-108.35883249335424,0.0
166.83238987719164,-107.81028764956343,0.0
167.66600098381946,-107.26036921491706,0.0
168.49871305958231,-106.70909037030142,0.0
169.3305315392634,-106.15646410761939,0.0
170.16146181470924,-105.60250323326507,0.0
170.99150923502214,-105.0472203715217,0.0
171.8206791067604,-104.4906279678856,0.0
172.64897669414822,-103.93273829231555,0.0
173.47640721929247,-103.37356344241194,0.0
174.30297586240587,-102.81311534652676,0.0
175.12868776203845,-102.25140576680495,0.0
